Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
takamine-ctp-3-tdp-preamplifier-dmp-ptu-black-musical-instrument,TAKAMINE CTP-3 TDP preamplifier DMP PTU Black Musical Instrument,TAKAMINE CTP-3 TDP preamplifier DMP PTU Black Musical Instrument description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,260.7,260.7,TRUE,TRUE,,https://i.ebayimg.com/images/g/7f4AAOSwBjNjRTq6/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
takamine-ctp-3-tdp-preamplifier-dmp-ptu-black-musical-instrument,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/96cAAOSwh31jRTq6/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
fender-electric-guitar-silent-siren-telecaster-arctic-white-maple-fingerboard,Fender Electric Guitar Silent Siren Telecaster Arctic White Maple Fingerboard,Fender Electric Guitar Silent Siren Telecaster Arctic White Maple Fingerboard description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,1099.98,1099.98,TRUE,TRUE,,https://i.ebayimg.com/images/g/DT4AAOSwTh1gAu0Q/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
fender-electric-guitar-silent-siren-telecaster-arctic-white-maple-fingerboard,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/NPIAAOSw8ilgAu0R/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
fender-electric-guitar-silent-siren-telecaster-arctic-white-maple-fingerboard,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/HmkAAOSwbhRgAu0S/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
fender-electric-guitar-silent-siren-telecaster-arctic-white-maple-fingerboard,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/Rb4AAOSwRfNgAu0T/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
fender-electric-guitar-silent-siren-telecaster-arctic-white-maple-fingerboard,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/RcAAAOSwRfNgAu0V/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
fender-limited-f-hole-telecaster-thinline-mn-penny-guitar,Fender Limited F-Hole Telecaster Thinline MN PENNY Guitar,Fender Limited F-Hole Telecaster Thinline MN PENNY Guitar description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,1234.87,1234.87,TRUE,TRUE,,https://i.ebayimg.com/images/g/t5QAAOSwFDBhTB-c/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
fender-limited-f-hole-telecaster-thinline-mn-penny-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/jpIAAOSwhAthTB-d/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
fender-limited-f-hole-telecaster-thinline-mn-penny-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/8nsAAOSw-bVhTB-e/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
fender-limited-f-hole-telecaster-thinline-mn-penny-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/8psAAOSwS~ZhTB-f/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
fender-limited-f-hole-telecaster-thinline-mn-penny-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/3GoAAOSwuy5hTB-f/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
fender-limited-f-hole-telecaster-thinline-mn-penny-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/jpkAAOSwhAthTB-g/s-l500.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
fender-limited-f-hole-telecaster-thinline-mn-penny-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/t5wAAOSwFDBhTB-h/s-l500.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
fender-limited-f-hole-telecaster-thinline-mn-penny-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/G5UAAOSwiy5hTB-k/s-l500.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
fender-limited-f-hole-telecaster-thinline-mn-penny-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/VMQAAOSwj~phTB-l/s-l500.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,
fender-limited-f-hole-telecaster-thinline-mn-penny-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/MNsAAOSwoeJhTB-m/s-l500.jpg,10,,,,,,,,,,,,,,,,,,,,,,,,
martin-sc-10e-01-sn2572802,Martin SC-10E-01 S/N2572802,Martin SC-10E-01 S/N2572802 description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,1908.05,1908.05,TRUE,TRUE,,https://i.ebayimg.com/images/g/JQAAAOSw7lliOEn0/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
martin-sc-10e-01-sn2572802,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/HqkAAOSw6uFiOEn0/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
martin-sc-10e-01-sn2572802,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/TOAAAOSwB-NiOEn0/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
martin-sc-10e-01-sn2572802,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/vmEAAOSwLOJiOEn0/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
martin-sc-10e-01-sn2572802,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/jOQAAOSwKzViOEn0/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
martin-sc-10e-01-sn2572802,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/pToAAOSw03JiOEn0/s-l500.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
martin-sc-10e-01-sn2572802,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/TfYAAOSww9tiOEn0/s-l500.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
martin-sc-10e-01-sn2572802,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/pH8AAOSwQcBiOEn0/s-l500.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
vox-vbw-3000-bg-british-green-electric-bass-hard-case,VOX VBW-3000 BG (BRITISH GREEN) Electric Bass Hard Case,VOX VBW-3000 BG (BRITISH GREEN) Electric Bass Hard Case description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,1744.99,1744.99,TRUE,TRUE,,https://i.ebayimg.com/images/g/rC4AAOSwSyhjVunV/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
fender-junior-collection-jazz-bass-black-bass-guitar-with-gig-bag,Fender Junior Collection Jazz Bass Black Bass guitar with gig bag,Fender Junior Collection Jazz Bass Black Bass guitar with gig bag description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,1119.45,1119.45,TRUE,TRUE,,https://i.ebayimg.com/images/g/sFEAAOSwFw1if39q/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
fender-junior-collection-jazz-bass-black-bass-guitar-with-gig-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/dxYAAOSwoWxif39o/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
fender-junior-collection-jazz-bass-black-bass-guitar-with-gig-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/3tYAAOSwTmRif39r/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
fender-junior-collection-jazz-bass-black-bass-guitar-with-gig-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/rh4AAOSwO5Zif39s/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
fender-junior-collection-jazz-bass-black-bass-guitar-with-gig-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/OZ0AAOSwoBxif39u/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
fender-junior-collection-jazz-bass-black-bass-guitar-with-gig-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/hFMAAOSwvOVif39v/s-l500.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
jackson-pro-series-soloist-sl7-ebony-fingerboard-gloss-black,Jackson Pro Series Soloist SL7 Ebony Fingerboard Gloss Black,Jackson Pro Series Soloist SL7 Ebony Fingerboard Gloss Black description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,2064.9,2064.9,TRUE,TRUE,,https://i.ebayimg.com/images/g/rWQAAOSw-oRhR84b/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
jackson-pro-series-soloist-sl7-ebony-fingerboard-gloss-black,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/6YAAAOSwBAdhR84a/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
jackson-pro-series-soloist-sl7-ebony-fingerboard-gloss-black,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/RdEAAOSwkHphR84a/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
jackson-pro-series-soloist-sl7-ebony-fingerboard-gloss-black,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/ELsAAOSw471hR84b/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
jackson-pro-series-soloist-sl7-ebony-fingerboard-gloss-black,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/h0UAAOSwAgBhR84c/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
jackson-pro-series-soloist-sl7-ebony-fingerboard-gloss-black,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/fUoAAOSwdiBhR84b/s-l500.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
jackson-pro-series-soloist-sl7-ebony-fingerboard-gloss-black,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/APIAAOSwfuZhR84b/s-l500.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
jackson-pro-series-soloist-sl7-ebony-fingerboard-gloss-black,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/NUcAAOSwHaVhR84b/s-l500.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
jackson-pro-series-soloist-sl7-ebony-fingerboard-gloss-black,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/TL0AAOSwuHthR84a/s-l500.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,
gibson-j-200-made-in-1995-sunburst,Gibson J-200 Made in 1995 sunburst,Gibson J-200 Made in 1995 sunburst description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,3672,3672,TRUE,TRUE,,https://i.ebayimg.com/images/g/4dMAAOSwm-xjMm~4/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
gibson-j-200-made-in-1995-sunburst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/q5kAAOSwXZxjMm~3/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
gibson-j-200-made-in-1995-sunburst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/vBkAAOSwb6JjMm~4/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
gibson-j-200-made-in-1995-sunburst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/wXcAAOSw0d1jMm~w/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
gibson-j-200-made-in-1995-sunburst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/voYAAOSwynpjMm~x/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
gibson-j-200-made-in-1995-sunburst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/IewAAOSwnDdjMm~y/s-l500.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
gibson-j-200-made-in-1995-sunburst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/vVcAAOSwu2tjMm~z/s-l500.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
gibson-j-200-made-in-1995-sunburst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/~wEAAOSw-~djMm~0/s-l500.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
gibson-j-200-made-in-1995-sunburst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/dH8AAOSw4B5jMm~2/s-l500.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-srf705-bbf-fretless-electric-bass-5-string-workshop-burst-flat--brown,Ibanez SRF705-BBF Fretless Electric Bass 5 String Workshop Burst Flat  Brown,Ibanez SRF705-BBF Fretless Electric Bass 5 String Workshop Burst Flat  Brown description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,1188.37,1188.37,TRUE,TRUE,,https://i.ebayimg.com/images/g/0QYAAOSweF9itVvK/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
ibanez-srf705-bbf-fretless-electric-bass-5-string-workshop-burst-flat--brown,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/IgEAAOSwO7pitVvF/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-srf705-bbf-fretless-electric-bass-5-string-workshop-burst-flat--brown,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/EasAAOSwophitVvG/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-srf705-bbf-fretless-electric-bass-5-string-workshop-burst-flat--brown,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/9gAAAOSwbd9itVvH/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-srf705-bbf-fretless-electric-bass-5-string-workshop-burst-flat--brown,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/SLQAAOSw4JxitVvI/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-srf705-bbf-fretless-electric-bass-5-string-workshop-burst-flat--brown,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/f4EAAOSwANFitVvJ/s-l500.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-srf705-bbf-fretless-electric-bass-5-string-workshop-burst-flat--brown,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/~t8AAOSwp~titVvL/s-l500.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-srf705-bbf-fretless-electric-bass-5-string-workshop-burst-flat--brown,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/CTYAAOSwt~9itVvM/s-l500.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
fender-american-ultra-jazz-bass-v-mocha-burst-electric-bass,Fender AMERICAN ULTRA JAZZ BASS V Mocha Burst Electric Bass,Fender AMERICAN ULTRA JAZZ BASS V Mocha Burst Electric Bass description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,2319.78,2319.78,TRUE,TRUE,,https://i.ebayimg.com/images/g/mq0AAOSwBXJjXwLV/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
fender-american-ultra-jazz-bass-v-mocha-burst-electric-bass,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/bM8AAOSwT1hjXwLV/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
fender-american-ultra-jazz-bass-v-mocha-burst-electric-bass,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/680AAOSwdgVjXwLV/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
fender-american-ultra-jazz-bass-v-mocha-burst-electric-bass,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/zmMAAOSwBNJjXwLV/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
roland-fr-4x-bk-v-accordion-digital-accordion-piano-keyboard-type-black,Roland FR-4X BK V-Accordion Digital Accordion Piano Keyboard Type Black,Roland FR-4X BK V-Accordion Digital Accordion Piano Keyboard Type Black description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,4109.3,4109.3,TRUE,TRUE,,https://i.ebayimg.com/images/g/3-UAAOSwD9BhukDa/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
yamaha-slg200n-crbicrimson-red-burstj-silent-guitar,Yamaha SLG200N CRB�iCrimson Red Burst�j Silent Guitar,Yamaha SLG200N CRB�iCrimson Red Burst�j Silent Guitar description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,649,649,TRUE,TRUE,,https://i.ebayimg.com/images/g/b3UAAOSw~n1iiaAI/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
yamaha-slg200n-crbicrimson-red-burstj-silent-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/aAwAAOSwy1ZiiaAJ/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
yamaha-slg200n-crbicrimson-red-burstj-silent-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/TagAAOSwMyhiiaAK/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
fender-2021-collection-mij-traditional-70s-precision-bass-black,Fender 2021 Collection MIJ Traditional 70s Precision Bass Black,Fender 2021 Collection MIJ Traditional 70s Precision Bass Black description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,939,939,TRUE,TRUE,,https://i.ebayimg.com/images/g/DX4AAOSwIS9izDFk/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
fender-2021-collection-mij-traditional-70s-precision-bass-black,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/Ld4AAOSwRTVizDFm/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
fender-2021-collection-mij-traditional-70s-precision-bass-black,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/NS4AAOSwJIpizDFp/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
fender-2021-collection-mij-traditional-70s-precision-bass-black,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/p4cAAOSwxB1izDFs/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
fender-2021-collection-mij-traditional-70s-precision-bass-black,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/iJoAAOSwVEVizDFu/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
fender-2021-collection-mij-traditional-70s-precision-bass-black,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/e7sAAOSwWStizDFw/s-l500.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
fender-2021-collection-mij-traditional-70s-precision-bass-black,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/TMIAAOSwm-9izDFy/s-l500.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
evh-wolfgang-wg-standard-baked-maple-fingerboard-neon-orange-electric-guitar,EVH Wolfgang WG Standard Baked Maple Fingerboard Neon Orange Electric Guitar,EVH Wolfgang WG Standard Baked Maple Fingerboard Neon Orange Electric Guitar description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,865.19,865.19,TRUE,TRUE,,https://i.ebayimg.com/images/g/wcgAAOSwks5ghsYg/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
evh-wolfgang-wg-standard-baked-maple-fingerboard-neon-orange-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/ip8AAOSweV5ghsYh/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
evh-wolfgang-wg-standard-baked-maple-fingerboard-neon-orange-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/3JUAAOSwUQhghsYi/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
evh-wolfgang-wg-standard-baked-maple-fingerboard-neon-orange-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/hvgAAOSw72ZghsYl/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
evh-wolfgang-wg-standard-baked-maple-fingerboard-neon-orange-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/VF0AAOSwyV1ghsYm/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
evh-wolfgang-wg-standard-baked-maple-fingerboard-neon-orange-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/nCoAAOSwxAtghsYn/s-l500.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
evh-wolfgang-wg-standard-baked-maple-fingerboard-neon-orange-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/UsMAAOSwyHtghsYo/s-l500.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
evh-wolfgang-wg-standard-baked-maple-fingerboard-neon-orange-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/y0kAAOSw~6pghsYp/s-l500.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
evh-wolfgang-wg-standard-baked-maple-fingerboard-neon-orange-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/UsYAAOSwyHtghsYq/s-l500.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,
