Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
schecter-ad-sl-st8-hsn-8-strings-electric-bass-guitar,SCHECTER AD-SL-ST8 HSN 8 strings electric bass guitar,SCHECTER AD-SL-ST8 HSN 8 strings electric bass guitar description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,1522,1522,TRUE,TRUE,,https://i.ebayimg.com/images/g/gcAAAOSwp5xjKTzU/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
schecter-ad-sl-st8-hsn-8-strings-electric-bass-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/mc8AAOSw3aBjKTza/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
schecter-ad-sl-st8-hsn-8-strings-electric-bass-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/kmwAAOSwUbpjKTzV/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
schecter-ad-sl-st8-hsn-8-strings-electric-bass-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/2ucAAOSw7eRjKTzb/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
yamaha-cmb-caramel-brown-6-string-bass-with-gig-bag-trb1006j,YAMAHA CMB Caramel Brown 6-string bass with gig bag TRB1006J,YAMAHA CMB Caramel Brown 6-string bass with gig bag TRB1006J description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,1074.89,1074.89,TRUE,TRUE,,https://i.ebayimg.com/images/g/qpEAAOSweRNjfLdk/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
martin-sc-10e-01-sn2572802,Martin SC-10E-01 S/N2572802,Martin SC-10E-01 S/N2572802 description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,1908.05,1908.05,TRUE,TRUE,,https://i.ebayimg.com/images/g/JQAAAOSw7lliOEn0/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
martin-sc-10e-01-sn2572802,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/HqkAAOSw6uFiOEn0/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
martin-sc-10e-01-sn2572802,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/TOAAAOSwB-NiOEn0/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
martin-sc-10e-01-sn2572802,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/vmEAAOSwLOJiOEn0/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
martin-sc-10e-01-sn2572802,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/jOQAAOSwKzViOEn0/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
martin-sc-10e-01-sn2572802,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/pToAAOSw03JiOEn0/s-l500.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
martin-sc-10e-01-sn2572802,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/TfYAAOSww9tiOEn0/s-l500.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
martin-sc-10e-01-sn2572802,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/pH8AAOSwQcBiOEn0/s-l500.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
fender-player-series-jaguar-shell-pink-ltd-electric-guitar,Fender Player Series Jaguar Shell Pink LTD Electric Guitar,Fender Player Series Jaguar Shell Pink LTD Electric Guitar description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,1279.02,1279.02,TRUE,TRUE,,https://i.ebayimg.com/images/g/B9sAAOSwYHNhu~5q/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
fender-player-series-jaguar-shell-pink-ltd-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/d4IAAOSwDuthu~5n/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
charvel-san-dimas-mj-series-style-1-hsh-fr-pf-qm-transparent-green-burst,Charvel San Dimas MJ Series Style 1 HSH FR PF QM Transparent Green Burst,Charvel San Dimas MJ Series Style 1 HSH FR PF QM Transparent Green Burst description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,1993.38,1993.38,TRUE,TRUE,,https://i.ebayimg.com/images/g/S2kAAOSw5Ylik3zc/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
charvel-san-dimas-mj-series-style-1-hsh-fr-pf-qm-transparent-green-burst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/jRoAAOSwJM1ik3zW/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
charvel-san-dimas-mj-series-style-1-hsh-fr-pf-qm-transparent-green-burst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/VCcAAOSwQDVik3zX/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
charvel-san-dimas-mj-series-style-1-hsh-fr-pf-qm-transparent-green-burst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/7G0AAOSwqEhik3za/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
charvel-san-dimas-mj-series-style-1-hsh-fr-pf-qm-transparent-green-burst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/Q4QAAOSwzEdik3ze/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
charvel-san-dimas-mj-series-style-1-hsh-fr-pf-qm-transparent-green-burst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/jN4AAOSwrfxik3zg/s-l500.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
charvel-san-dimas-mj-series-style-1-hsh-fr-pf-qm-transparent-green-burst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/VcsAAOSwR8Jik3zh/s-l500.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
charvel-san-dimas-mj-series-style-1-hsh-fr-pf-qm-transparent-green-burst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/IoEAAOSw6JNik3zj/s-l500.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
charvel-san-dimas-mj-series-style-1-hsh-fr-pf-qm-transparent-green-burst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/RXEAAOSwn7Rik3zl/s-l500.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,
charvel-san-dimas-mj-series-style-1-hsh-fr-pf-qm-transparent-green-burst,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/ML0AAOSwcThik3zn/s-l500.jpg,10,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-rgt-1220-pb-abs-antique-brown-stained-2022-model,Ibanez RGT 1220 PB ABS (Antique Brown Stained) 2022 Model,Ibanez RGT 1220 PB ABS (Antique Brown Stained) 2022 Model description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,2053.9,2053.9,TRUE,TRUE,,https://i.ebayimg.com/images/g/Q8oAAOSwWEpiM61R/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
ibanez-rgt-1220-pb-abs-antique-brown-stained-2022-model,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/LwEAAOSwcdJiM61S/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-rgt-1220-pb-abs-antique-brown-stained-2022-model,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/dgQAAOSwMtJiM61S/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-rgt-1220-pb-abs-antique-brown-stained-2022-model,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/IecAAOSwDxpiM61T/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-rgt-1220-pb-abs-antique-brown-stained-2022-model,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/KDIAAOSwUgFiM61T/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-rgt-1220-pb-abs-antique-brown-stained-2022-model,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/FwIAAOSw79xiM61U/s-l500.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-rgt-1220-pb-abs-antique-brown-stained-2022-model,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/piIAAOSwq7liM61U/s-l500.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-rgt-1220-pb-abs-antique-brown-stained-2022-model,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/aaIAAOSwZ6diM61V/s-l500.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-rgt-1220-pb-abs-antique-brown-stained-2022-model,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/2moAAOSwF7JiM61W/s-l500.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-rgt-1220-pb-abs-antique-brown-stained-2022-model,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/rC0AAOSwleNiM61W/s-l500.jpg,10,,,,,,,,,,,,,,,,,,,,,,,,
yamaha-trb1006j-translucent-6-string-electric-bass-black-5kg,YAMAHA TRB1006J Translucent 6-string Electric Bass Black 5kg,YAMAHA TRB1006J Translucent 6-string Electric Bass Black 5kg description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,1254.94,1254.94,TRUE,TRUE,,https://i.ebayimg.com/images/g/xCEAAOSw00Bimhkm/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
yamaha-trb1006j-translucent-6-string-electric-bass-black-5kg,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/NtcAAOSwYFpimhkc/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
yamaha-trb1006j-translucent-6-string-electric-bass-black-5kg,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/dmwAAOSwUQBimhkd/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
yamaha-trb1006j-translucent-6-string-electric-bass-black-5kg,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/tjcAAOSwpn5imhke/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
yamaha-trb1006j-translucent-6-string-electric-bass-black-5kg,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/pz4AAOSwfh5imhki/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
yamaha-trb1006j-translucent-6-string-electric-bass-black-5kg,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/C5MAAOSwi0himhkj/s-l500.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
yamaha-trb1006j-translucent-6-string-electric-bass-black-5kg,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/GjcAAOSw0eximhkk/s-l500.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
yamaha-trb1006j-translucent-6-string-electric-bass-black-5kg,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/S88AAOSwDMJimhkl/s-l500.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-asv113-rnt-resonant-natural-electric-guitar,Ibanez ASV113 RNT (Resonant Natural) Electric Guitar,Ibanez ASV113 RNT (Resonant Natural) Electric Guitar description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,1204.16,1204.16,TRUE,TRUE,,https://i.ebayimg.com/images/g/4gwAAOSwMwhe4OEu/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
ibanez-asv113-rnt-resonant-natural-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/4UAAAOSwWBVe4OEy/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-asv113-rnt-resonant-natural-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/JJcAAOSwSU5e4OE1/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-asv113-rnt-resonant-natural-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/nt0AAOSwZtVe4OE5/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-asv113-rnt-resonant-natural-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/jh8AAOSwU0Be4OE7/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-asv113-rnt-resonant-natural-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/ZJcAAOSwAX9e4OE-/s-l500.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-asv113-rnt-resonant-natural-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/RBUAAOSwOvJe4OFB/s-l500.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-asv113-rnt-resonant-natural-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/uGMAAOSwHXxe4OFC/s-l500.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-asv113-rnt-resonant-natural-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/HtcAAOSw-m1e4OFF/s-l500.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,
ibanez-asv113-rnt-resonant-natural-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/jE0AAOSwfhde4OFK/s-l500.jpg,10,,,,,,,,,,,,,,,,,,,,,,,,
pignose-pgg-200-cs-mini-travel-electric-guitar-built-in-amp-with-soft-case,Pignose PGG-200 CS mini Travel Electric Guitar Built-in Amp with soft case,Pignose PGG-200 CS mini Travel Electric Guitar Built-in Amp with soft case description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,256.46,256.46,TRUE,TRUE,,https://i.ebayimg.com/images/g/UjkAAOSw0H9jJFRj/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
vox-vbw-3000-bg-british-green-electric-bass-hard-case,VOX VBW-3000 BG (BRITISH GREEN) Electric Bass Hard Case,VOX VBW-3000 BG (BRITISH GREEN) Electric Bass Hard Case description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,1744.99,1744.99,TRUE,TRUE,,https://i.ebayimg.com/images/g/rC4AAOSwSyhjVunV/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
fender-usa-2009-american-vintage-1952-telecaster-blonde-yellow,Fender USA 2009 American Vintage 1952 Telecaster Blonde Yellow,Fender USA 2009 American Vintage 1952 Telecaster Blonde Yellow description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,1648.99,1648.99,TRUE,TRUE,,https://i.ebayimg.com/images/g/PT8AAOSw9txjJFW2/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
fender-usa-2009-american-vintage-1952-telecaster-blonde-yellow,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/3EkAAOSw2o9jJFW2/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
fender-usa-2009-american-vintage-1952-telecaster-blonde-yellow,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/lmUAAOSwbU5jJFW3/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
fender-usa-2009-american-vintage-1952-telecaster-blonde-yellow,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/stgAAOSwMENjJFW2/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
fender-usa-2009-american-vintage-1952-telecaster-blonde-yellow,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/NNkAAOSwj2JjJFW2/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
fender-usa-2009-american-vintage-1952-telecaster-blonde-yellow,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/i4UAAOSwcHRjJFW3/s-l500.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
fender-usa-2009-american-vintage-1952-telecaster-blonde-yellow,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/6m4AAOSw2BdjJFW3/s-l500.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
fender-usa-2009-american-vintage-1952-telecaster-blonde-yellow,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/LqcAAOSwYXJjJFW4/s-l500.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
fender-usa-2009-american-vintage-1952-telecaster-blonde-yellow,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/RKQAAOSwxK1jJFW3/s-l500.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,
fender-usa-2009-american-vintage-1952-telecaster-blonde-yellow,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/SgQAAOSwSSxjJFW3/s-l500.jpg,10,,,,,,,,,,,,,,,,,,,,,,,,
fender-usa-2009-american-vintage-1952-telecaster-blonde-yellow,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/97wAAOSw-IVjJFW4/s-l500.jpg,11,,,,,,,,,,,,,,,,,,,,,,,,
fender-usa-2009-american-vintage-1952-telecaster-blonde-yellow,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/1c0AAOSwpPNjJFW4/s-l500.jpg,12,,,,,,,,,,,,,,,,,,,,,,,,
evh-wolfgang-wg-standard-baked-maple-fingerboard-neon-orange-electric-guitar,EVH Wolfgang WG Standard Baked Maple Fingerboard Neon Orange Electric Guitar,EVH Wolfgang WG Standard Baked Maple Fingerboard Neon Orange Electric Guitar description,,,,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,865.19,865.19,TRUE,TRUE,,https://i.ebayimg.com/images/g/wcgAAOSwks5ghsYg/s-l500.jpg,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,,,active
evh-wolfgang-wg-standard-baked-maple-fingerboard-neon-orange-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/ip8AAOSweV5ghsYh/s-l500.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
evh-wolfgang-wg-standard-baked-maple-fingerboard-neon-orange-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/3JUAAOSwUQhghsYi/s-l500.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
evh-wolfgang-wg-standard-baked-maple-fingerboard-neon-orange-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/hvgAAOSw72ZghsYl/s-l500.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
evh-wolfgang-wg-standard-baked-maple-fingerboard-neon-orange-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/VF0AAOSwyV1ghsYm/s-l500.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
evh-wolfgang-wg-standard-baked-maple-fingerboard-neon-orange-electric-guitar,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/nCoAAOSwxAtghsYn/s-l500.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
